matrix,matrix_domain,matrix_m,matrix_n,matrix_name,matrix_nnz,matrix_size,normal_spmv_time,oski_mean_max_error,oski_mean_spmv_time,oski_mean_time,phil_mean_max_error,phil_mean_spmv_time,phil_mean_time,pphil_mean_max_error,pphil_mean_spmv_time,pphil_mean_time
in2010_conv,Graph,267071,267071,in2010,1281716,45076214,0.00051433456000000001,0.00441703279879074,0.0005143345600000002,0.00782594219,0.0027916423023970228,0.0005143345600000002,0.0067063724000000005,0.0030696512244617726,0.0005143345600000002,0.0005927358600000001
pathological_oski,Synthetic,1000000,1000000,pathological_OSKI,6999994,216222188,0.0099482975199999997,1.8000043200103675,0.007727622790000003,0.028124427230000002,0.005240733589729232,0.007727622790000003,0.00977686481,0.005390467497432547,0.007727622790000003,0.0013359476400000001
fcondp2_conv,Structural,201822,201822,fcondp2,11294316,393880319,0.0045660503800000005,0.008300004189845861,0.0019807893700000004,0.027832564480000002,0.005848255791893984,0.0019807893700000004,0.00828298828,0.0061333720152935735,0.0019807893700000004,0.0007529418
fem_hifreq_circuit_conv,Electromagnetics,491100,491100,fem_hifreq_circuit,20239237,725640631,0.0073979336599999997,0.004494797573630414,0.005622354000000001,0.057645536010000005,0.005849898298070843,0.005622354000000001,0.00976056341,0.00588800685782455,0.005622354000000001,0.00142766347
nd6k_conv,2D/3D Problem,18000,18000,nd6k,6897316,228193610,0.0027770177200000003,0.00518518288207521,0.00115878471,0.01623830335,0.006760214906178243,0.00115878471,0.010844496860000002,0.006930798150151252,0.00115878471,0.00127479966
spal_004_conv,Linear Programming,321696,10203,spal,46168124,1549783502,0.019463710250000002,0.007336169092374016,0.012349878720000002,0.1160368333,0.005473442734691239,0.012349878720000002,0.02250603415,0.005369076577461589,0.012349878720000002,0.0023273168
fl2010_conv,Graph,484481,484481,fl2010,2346294,83383318,0.0010535179300000001,0.0033606076770950765,0.0010535179300000003,0.014024829550000001,0.002784059707744933,0.0010535179300000003,0.006975114640000001,0.0026277281515548496,0.0010535179300000003,0.00067482437
crankseg_1_conv,Structural,52804,52804,crankseg_1,10614210,360189241,0.00443088497,0.019134197311439557,0.00355987198,0.02599369643,0.008414952169429292,0.00355987198,0.010383012310000002,0.008704622747935603,0.00355987198,0.0009791669500000002
flickr_conv,Graph,820878,820878,flickr,9837214,338243604,0.021421507940000001,0.013900824943285286,0.02142150794,0.03948530648,0.002934050202792984,0.02142150794,0.008767506920000001,0.0030173214520389916,0.02142150794,0.00078100426
bmw7st_1_conv,Structural,141347,141347,bmw7st_1,7339667,256271378,0.0029905805800000003,0.01442201779773748,0.0014275169600000007,0.019032290780000002,0.00823507190524449,0.0014275169600000007,0.008022156450000002,0.007948970635877364,0.0014275169600000007,0.0007914878900000001
gearbox_conv,Structural,153746,153746,gearbox,9080404,313052592,0.0031107276900000005,0.010022728830832123,0.0013117737499999998,0.02309790998,0.007063395412116158,0.0013117737499999998,0.00871829373,0.007416922239382769,0.0013117737499999998,0.00123496877
BenElechi1_conv,2D/3D Problem,245874,245874,BenElechi1,13150496,467816825,0.0046808288499999998,0.0037617230469900766,0.0023075752600000003,0.03277326572,0.003322636628677867,0.0023075752600000003,0.0083692012,0.003651446618729071,0.0023075752600000003,0.00081759305
nd3k_conv,2D/3D Problem,9000,9000,nd3k,3279690,105547522,0.00041050225000000001,0.007442255746088387,0.00018294803,0.007882198960000001,0.0072817561787189514,0.00018294803,0.01047017275,0.0068530057599763715,0.00018294803,0.00123320833
af_shell9_conv,Structural,504855,504855,af_shell9,17588875,635349559,0.0063541582100000004,0.004424684770251816,0.0038129135100000017,0.04950957005,0.007544581142553055,0.0038129135100000017,0.008738510540000001,0.007513715334264204,0.0038129135100000017,0.0008266789200000001
ok2010_conv,Graph,269118,269118,ok2010,1274148,44823434,0.00046667467000000002,0.0038447480849802935,0.0004666746700000001,0.00783491605,0.0025255145215251134,0.0004666746700000001,0.006664995210000001,0.0025797531082230912,0.0004666746700000001,0.00058795756
s3dkt3m2_conv,Structural,90449,90449,s3dkt3m2,3753461,128565796,0.00062103278000000001,0.010176127866638336,0.0003266751200000002,0.00940600914,0.007819110481618994,0.0003266751200000002,0.0072520216,0.0075774774882204,0.0003266751200000002,0.0006699777
nd24k_conv,2D/3D Problem,72000,72000,nd24k,28715634,979816003,0.010203510129999999,0.0022091631515402184,0.004921505739999999,0.07030125441,0.006869301809697688,0.004921505739999999,0.01944057774,0.007146894795358081,0.004921505739999999,0.00264887982
ct20stif_conv,Structural,52329,52329,ct20stif,2698463,91956108,0.00029902052999999999,0.024815082100158672,0.00018558442999999997,0.00711472835,0.008354527818734747,0.00018558442999999997,0.00800076094,0.008318468125941215,0.00018558442999999997,0.00079663515
gupta1_conv,Linear Programming,31802,31802,gupta1,2164210,71352768,0.00065241992000000001,0.23208582714908713,0.0006510578112000002,0.00635293648,0.008340863947063855,0.0006554832600000004,0.00937670471,0.008549739474728098,0.0006554832600000004,0.0010224893600000002
TSOPF_RS_b2383_conv,Power Network,38120,38120,TSOPF_RS_b2383,16171169,552001440,0.0060405693700000011,0.007170908389180271,0.002622792120000001,0.03519275535,0.004858019648978449,0.002622792120000001,0.014413526490000002,0.005689379297365637,0.002622792120000001,0.00119920958
hugetric-00010_conv,Graph,6592765,6592765,hugetric-00010,19771708,744661825,0.017047586700000002,0.001706509150212387,0.017047586700000002,0.30899099246,0.0047143633288527186,0.017047586700000002,0.0087431273,0.004588396031805076,0.017047586700000002,0.00086535595
ship_001_conv,Structural,34920,34920,ship_001,4644230,157035896,0.0014332779300000001,0.023352302057302866,0.0005828222599999999,0.01096603864,0.00842288284464173,0.0005828222599999999,0.0085270316,0.008731877485791328,0.0005828222599999999,0.00076236303
degme_conv,Linear Programming,659415,185501,degme,8127528,290454844,0.0040442271100000005,0.06039692780081514,0.004044227110000001,0.02314529034,0.0053701058744229,0.004044227110000001,0.00841413954,0.005493566548536472,0.004044227110000001,0.0008191925900000001
atmosmodl_conv,Computational Fluid Dynamics,1489752,1489752,atmosmodl,10319760,378309913,0.0053399029900000009,0.0019030806608132673,0.005339902989999999,0.05339392869,0.007788933663655772,0.005339902989999999,0.006810845770000001,0.008085319625492988,0.005339902989999999,0.0009152721100000001
largebasis_conv,Mathematical Optimization,440020,440020,largebasis,5560100,199715066,0.0022897254500000002,0.0052272064387524665,0.0017937697,0.019376464740000002,0.007945661733853738,0.0017937697,0.006424092330000001,0.007899633548770905,0.0017937697,0.00065984134
halfb_conv,Structural,224617,224617,halfb,12387821,434228827,0.0050470813900000003,0.010418629037316586,0.0025468151800000006,0.031657070280000005,0.007394345520594297,0.0025468151800000006,0.00870189399,0.007654534890608961,0.0025468151800000006,0.00078011808
ldoor_conv,Structural,952203,952203,ldoor,46522475,1684290719,0.0099690294900000014,0.005364313292768688,0.011594271969999998,0.12649087938,0.008019807458670248,0.011594271969999998,0.011162472290000001,0.008106522649495285,0.011594271969999998,0.0011040411400000001
3dtube_conv,Computational Fluid Dynamics,45330,45330,3dtube,3213618,107752876,0.00036991986000000005,0.01587259867846508,0.00021743349,0.007770485580000001,0.008062106664898355,0.00021743349,0.0076040959699999995,0.008749058286848821,0.00021743349,0.0007653964700000001
exdata_1_conv,Mathematical Optimization,6001,6001,exdata_1,2269501,72623456,0.00068374978999999998,0.020421555128279853,0.00032965408999999994,0.005096300670000001,0.004644099047420555,0.00032965408999999994,0.0087764057,0.004808921614123521,0.00032965408999999994,0.0008345801800000001
pds-100_conv,Linear Programming,514577,156243,pds-100,1096002,38969693,0.00036485843000000004,0.008878922409298086,0.0003648584300000002,0.00536925914,0.001940948115603705,0.0003648584300000002,0.0063601448,0.0020055394970342143,0.0003648584300000002,0.0006386331
kim2_conv,2D/3D Problem,456976,456976,kim2,11330020,402487148,0.0047352444700000003,0.002792406201219652,0.0030587478900000005,0.03217454647,0.011063471432383292,0.0030587478900000005,0.00733426352,0.010290986002612667,0.0030587478900000005,0.00099603407
Emilia_923_conv,Structural,923136,923136,Emilia_923,41005206,1487924489,0.015378892610000002,0.0033235613853834717,0.008685390210000003,0.11672615093000001,0.00669999076915792,0.008685390210000003,0.010840791010000001,0.006721308878622592,0.008685390210000003,0.00145968183
mip1_conv,Optimization Problem,66463,66463,mip1,10352819,350119603,0.0044523716100000003,0.05499473020137329,0.002570710180000001,0.023283830230000004,0.0065094735155170344,0.002570710180000001,0.00921271777,0.007449396515463007,0.002570710180000001,0.00081043493
bundle_adj_conv,Computer Vision,513351,513351,bundle_adj,20208051,691073443,0.016402637380000001,0.023167109254746493,0.010334313090000002,0.05414143633,0.005373744036288158,0.010334313090000002,0.012170450530000002,0.005669985626144279,0.010334313090000002,0.0011969809600000001
inline_1_conv,Structural,503712,503712,inline_1,36816342,1323330879,0.0085840083100000002,0.005107258540949772,0.007085962839999999,0.09654671755000001,0.007925207483155748,0.007085962839999999,0.012453810680000002,0.00687947056663333,0.007085962839999999,0.00118063201
m_t1_conv,Structural,97578,97578,m_t1,9753570,334639070,0.0039926583800000007,0.012602455117075848,0.0012146220300000004,0.022558717010000003,0.006588994685020336,0.0012146220300000004,0.008723176090000001,0.006323855433202484,0.0012146220300000004,0.0008500980200000001
